P,Sex,Age,Bigram_Frequency,Conc_trailing,Freq_trailing,LR_Diversity,Letters_trailing,POS_trailing,Syll_trailing,Trailing,response_time
25,1,47,0,2.6,11.5,0,4,Noun,1,gall,523
27,1,46,0,2.6,11.5,0,4,Noun,1,gall,1257
28,1,30,0,2.6,11.5,0,4,Noun,1,gall,1839
29,0,29,0,2.6,11.5,0,4,Noun,1,gall,1338
29,0,29,0,2.6,11.5,0,4,Noun,1,gall,1338
1,1,30,64,2.61,219.35,38,5,Noun,1,sense,724
2,1,50,64,2.61,219.35,38,5,Noun,1,sense,788
3,1,60,64,2.61,219.35,38,5,Noun,1,sense,866
4,1,51,64,2.61,219.35,38,5,Noun,1,sense,464
5,1,29,64,2.61,219.35,38,5,Noun,1,sense,525
6,1,30,64,2.61,219.35,38,5,Noun,1,sense,828
7,0,38,64,2.61,219.35,38,5,Noun,1,sense,529
8,1,30,64,2.61,219.35,38,5,Noun,1,sense,543
9,1,46,64,2.61,219.35,38,5,Noun,1,sense,866
10,1,21,64,2.61,219.35,38,5,Noun,1,sense,453
11,1,20,64,2.61,219.35,38,5,Noun,1,sense,1000
12,0,24,64,2.61,219.35,38,5,Noun,1,sense,479
13,1,29,64,2.61,219.35,38,5,Noun,1,sense,636
14,0,22,64,2.61,219.35,38,5,Noun,1,sense,536
16,1,22,64,2.61,219.35,38,5,Noun,1,sense,1580
17,1,33,64,2.61,219.35,38,5,Noun,1,sense,544
18,1,25,64,2.61,219.35,38,5,Noun,1,sense,559
19,1,46,64,2.61,219.35,38,5,Noun,1,sense,793
20,1,23,64,2.61,219.35,38,5,Noun,1,sense,764
21,1,18,64,2.61,219.35,38,5,Noun,1,sense,483
22,1,29,64,2.61,219.35,38,5,Noun,1,sense,568
23,1,42,64,2.61,219.35,38,5,Noun,1,sense,540
24,1,48,64,2.61,219.35,38,5,Noun,1,sense,1487
25,1,47,64,2.61,219.35,38,5,Noun,1,sense,627
27,1,46,64,2.61,219.35,38,5,Noun,1,sense,559
28,1,30,64,2.61,219.35,38,5,Noun,1,sense,833
29,0,29,64,2.61,219.35,38,5,Noun,1,sense,969
29,0,29,64,2.61,219.35,38,5,Noun,1,sense,969
2,1,50,0,2.67,1.82,0,4,Noun,1,toil,700
3,1,60,0,2.67,1.82,0,4,Noun,1,toil,1051
4,1,51,0,2.67,1.82,0,4,Noun,1,toil,1030
5,1,29,0,2.67,1.82,0,4,Noun,1,toil,538
6,1,30,0,2.67,1.82,0,4,Noun,1,toil,709
7,0,38,0,2.67,1.82,0,4,Noun,1,toil,446
8,1,30,0,2.67,1.82,0,4,Noun,1,toil,788
9,1,46,0,2.67,1.82,0,4,Noun,1,toil,1051
10,1,21,0,2.67,1.82,0,4,Noun,1,toil,598
11,1,20,0,2.67,1.82,0,4,Noun,1,toil,964
12,0,24,0,2.67,1.82,0,4,Noun,1,toil,703
13,1,29,0,2.67,1.82,0,4,Noun,1,toil,656
17,1,33,0,2.67,1.82,0,4,Noun,1,toil,505
18,1,25,0,2.67,1.82,0,4,Noun,1,toil,522
20,1,23,0,2.67,1.82,0,4,Noun,1,toil,686
21,1,18,0,2.67,1.82,0,4,Noun,1,toil,1396
24,1,48,0,2.67,1.82,0,4,Noun,1,toil,719
25,1,47,0,2.67,1.82,0,4,Noun,1,toil,885
26,0,51,0,2.67,1.82,0,4,Noun,1,toil,1332
27,1,46,0,2.67,1.82,0,4,Noun,1,toil,1086
28,1,30,0,2.67,1.82,0,4,Noun,1,toil,888
29,0,29,0,2.67,1.82,0,4,Noun,1,toil,944
29,0,29,0,2.67,1.82,0,4,Noun,1,toil,944
2,1,50,10,2.67,107.25,1,5,Noun,1,style,595
3,1,60,10,2.67,107.25,1,5,Noun,1,style,750
4,1,51,10,2.67,107.25,1,5,Noun,1,style,421
6,1,30,10,2.67,107.25,1,5,Noun,1,style,2386
7,0,38,10,2.67,107.25,1,5,Noun,1,style,530
8,1,30,10,2.67,107.25,1,5,Noun,1,style,573
9,1,46,10,2.67,107.25,1,5,Noun,1,style,750
10,1,21,10,2.67,107.25,1,5,Noun,1,style,586
11,1,20,10,2.67,107.25,1,5,Noun,1,style,669
12,0,24,10,2.67,107.25,1,5,Noun,1,style,547
14,0,22,10,2.67,107.25,1,5,Noun,1,style,614
16,1,22,10,2.67,107.25,1,5,Noun,1,style,846
18,1,25,10,2.67,107.25,1,5,Noun,1,style,577
20,1,23,10,2.67,107.25,1,5,Noun,1,style,632
22,1,29,10,2.67,107.25,1,5,Noun,1,style,878
23,1,42,10,2.67,107.25,1,5,Noun,1,style,494
24,1,48,10,2.67,107.25,1,5,Noun,1,style,1336
26,0,51,10,2.67,107.25,1,5,Noun,1,style,754
27,1,46,10,2.67,107.25,1,5,Noun,1,style,505
28,1,30,10,2.67,107.25,1,5,Noun,1,style,539
3,1,60,1872,2.69,117.75,40,6,Noun,2,forces,2650
4,1,51,1872,2.69,117.75,40,6,Noun,2,forces,439
6,1,30,1872,2.69,117.75,40,6,Noun,2,forces,994
7,0,38,1872,2.69,117.75,40,6,Noun,2,forces,327
8,1,30,1872,2.69,117.75,40,6,Noun,2,forces,611
9,1,46,1872,2.69,117.75,40,6,Noun,2,forces,2650
10,1,21,1872,2.69,117.75,40,6,Noun,2,forces,493
11,1,20,1872,2.69,117.75,40,6,Noun,2,forces,1278
12,0,24,1872,2.69,117.75,40,6,Noun,2,forces,670
14,0,22,1872,2.69,117.75,40,6,Noun,2,forces,496
16,1,22,1872,2.69,117.75,40,6,Noun,2,forces,1197
18,1,25,1872,2.69,117.75,40,6,Noun,2,forces,603
20,1,23,1872,2.69,117.75,40,6,Noun,2,forces,1312
22,1,29,1872,2.69,117.75,40,6,Noun,2,forces,519
23,1,42,1872,2.69,117.75,40,6,Noun,2,forces,496
24,1,48,1872,2.69,117.75,40,6,Noun,2,forces,609
26,0,51,1872,2.69,117.75,40,6,Noun,2,forces,1017
27,1,46,1872,2.69,117.75,40,6,Noun,2,forces,882
28,1,30,1872,2.69,117.75,40,6,Noun,2,forces,797
1,1,30,10,2.7,59.67,479,6,Adjective,2,afraid,436
2,1,50,10,2.7,59.67,479,6,Adjective,2,afraid,683
3,1,60,10,2.7,59.67,479,6,Adjective,2,afraid,757
4,1,51,10,2.7,59.67,479,6,Adjective,2,afraid,373
5,1,29,10,2.7,59.67,479,6,Adjective,2,afraid,514
6,1,30,10,2.7,59.67,479,6,Adjective,2,afraid,1156
7,0,38,10,2.7,59.67,479,6,Adjective,2,afraid,517
8,1,30,10,2.7,59.67,479,6,Adjective,2,afraid,1040
9,1,46,10,2.7,59.67,479,6,Adjective,2,afraid,757
10,1,21,10,2.7,59.67,479,6,Adjective,2,afraid,477
11,1,20,10,2.7,59.67,479,6,Adjective,2,afraid,886
12,0,24,10,2.7,59.67,479,6,Adjective,2,afraid,498
13,1,29,10,2.7,59.67,479,6,Adjective,2,afraid,472
14,0,22,10,2.7,59.67,479,6,Adjective,2,afraid,326
16,1,22,10,2.7,59.67,479,6,Adjective,2,afraid,1234
17,1,33,10,2.7,59.67,479,6,Adjective,2,afraid,1009
19,1,46,10,2.7,59.67,479,6,Adjective,2,afraid,736
20,1,23,10,2.7,59.67,479,6,Adjective,2,afraid,764
21,1,18,10,2.7,59.67,479,6,Adjective,2,afraid,661
22,1,29,10,2.7,59.67,479,6,Adjective,2,afraid,1063
23,1,42,10,2.7,59.67,479,6,Adjective,2,afraid,547
24,1,48,10,2.7,59.67,479,6,Adjective,2,afraid,722
25,1,47,10,2.7,59.67,479,6,Adjective,2,afraid,752
27,1,46,10,2.7,59.67,479,6,Adjective,2,afraid,481
28,1,30,10,2.7,59.67,479,6,Adjective,2,afraid,696
29,0,29,10,2.7,59.67,479,6,Adjective,2,afraid,897
29,0,29,10,2.7,59.67,479,6,Adjective,2,afraid,897
2,1,50,10,2.71,109.4,568,6,Noun,2,access,842
3,1,60,10,2.71,109.4,568,6,Noun,2,access,2053
4,1,51,10,2.71,109.4,568,6,Noun,2,access,445
6,1,30,10,2.71,109.4,568,6,Noun,2,access,2303
7,0,38,10,2.71,109.4,568,6,Noun,2,access,479
8,1,30,10,2.71,109.4,568,6,Noun,2,access,489
9,1,46,10,2.71,109.4,568,6,Noun,2,access,2053
10,1,21,10,2.71,109.4,568,6,Noun,2,access,718
11,1,20,10,2.71,109.4,568,6,Noun,2,access,462
12,0,24,10,2.71,109.4,568,6,Noun,2,access,770
14,0,22,10,2.71,109.4,568,6,Noun,2,access,424
16,1,22,10,2.71,109.4,568,6,Noun,2,access,1406
18,1,25,10,2.71,109.4,568,6,Noun,2,access,499
19,1,46,10,2.71,109.4,568,6,Noun,2,access,858
20,1,23,10,2.71,109.4,568,6,Noun,2,access,814
22,1,29,10,2.71,109.4,568,6,Noun,2,access,675
23,1,42,10,2.71,109.4,568,6,Noun,2,access,539
24,1,48,10,2.71,109.4,568,6,Noun,2,access,749
26,0,51,10,2.71,109.4,568,6,Noun,2,access,896
28,1,30,10,2.71,109.4,568,6,Noun,2,access,639
1,1,30,10,2.73,104.37,139,6,Noun,2,advice,376
2,1,50,10,2.73,104.37,139,6,Noun,2,advice,1001
3,1,60,10,2.73,104.37,139,6,Noun,2,advice,1173
4,1,51,10,2.73,104.37,139,6,Noun,2,advice,824
5,1,29,10,2.73,104.37,139,6,Noun,2,advice,657
6,1,30,10,2.73,104.37,139,6,Noun,2,advice,824
7,0,38,10,2.73,104.37,139,6,Noun,2,advice,478
8,1,30,10,2.73,104.37,139,6,Noun,2,advice,736
9,1,46,10,2.73,104.37,139,6,Noun,2,advice,1173
10,1,21,10,2.73,104.37,139,6,Noun,2,advice,614
11,1,20,10,2.73,104.37,139,6,Noun,2,advice,642
13,1,29,10,2.73,104.37,139,6,Noun,2,advice,486
14,0,22,10,2.73,104.37,139,6,Noun,2,advice,482
16,1,22,10,2.73,104.37,139,6,Noun,2,advice,986
17,1,33,10,2.73,104.37,139,6,Noun,2,advice,795
18,1,25,10,2.73,104.37,139,6,Noun,2,advice,570
19,1,46,10,2.73,104.37,139,6,Noun,2,advice,835
20,1,23,10,2.73,104.37,139,6,Noun,2,advice,1441
21,1,18,10,2.73,104.37,139,6,Noun,2,advice,1338
22,1,29,10,2.73,104.37,139,6,Noun,2,advice,939
23,1,42,10,2.73,104.37,139,6,Noun,2,advice,748
24,1,48,10,2.73,104.37,139,6,Noun,2,advice,598
25,1,47,10,2.73,104.37,139,6,Noun,2,advice,796
26,0,51,10,2.73,104.37,139,6,Noun,2,advice,862
27,1,46,10,2.73,104.37,139,6,Noun,2,advice,429
28,1,30,10,2.73,104.37,139,6,Noun,2,advice,624
29,0,29,10,2.73,104.37,139,6,Noun,2,advice,1233
29,0,29,10,2.73,104.37,139,6,Noun,2,advice,1233
2,1,50,10,2.74,153.75,129,5,Verb,2,added,721
3,1,60,10,2.74,153.75,129,5,Verb,2,added,650
4,1,51,10,2.74,153.75,129,5,Verb,2,added,494
5,1,29,10,2.74,153.75,129,5,Verb,2,added,511
6,1,30,10,2.74,153.75,129,5,Verb,2,added,1038
7,0,38,10,2.74,153.75,129,5,Verb,2,added,413
8,1,30,10,2.74,153.75,129,5,Verb,2,added,436
9,1,46,10,2.74,153.75,129,5,Verb,2,added,650
10,1,21,10,2.74,153.75,129,5,Verb,2,added,524
11,1,20,10,2.74,153.75,129,5,Verb,2,added,1677
12,0,24,10,2.74,153.75,129,5,Verb,2,added,657
13,1,29,10,2.74,153.75,129,5,Verb,2,added,588
14,0,22,10,2.74,153.75,129,5,Verb,2,added,530
16,1,22,10,2.74,153.75,129,5,Verb,2,added,788
17,1,33,10,2.74,153.75,129,5,Verb,2,added,1643
18,1,25,10,2.74,153.75,129,5,Verb,2,added,567
20,1,23,10,2.74,153.75,129,5,Verb,2,added,1450
21,1,18,10,2.74,153.75,129,5,Verb,2,added,591
22,1,29,10,2.74,153.75,129,5,Verb,2,added,1043
23,1,42,10,2.74,153.75,129,5,Verb,2,added,842
24,1,48,10,2.74,153.75,129,5,Verb,2,added,772
25,1,47,10,2.74,153.75,129,5,Verb,2,added,627
26,0,51,10,2.74,153.75,129,5,Verb,2,added,992
27,1,46,10,2.74,153.75,129,5,Verb,2,added,592
28,1,30,10,2.74,153.75,129,5,Verb,2,added,635
29,0,29,10,2.74,153.75,129,5,Verb,2,added,782
29,0,29,10,2.74,153.75,129,5,Verb,2,added,782
1,1,30,768,2.74,154.29,300,6,Noun,2,amount,568
2,1,50,768,2.74,154.29,300,6,Noun,2,amount,1108
3,1,60,768,2.74,154.29,300,6,Noun,2,amount,586
4,1,51,768,2.74,154.29,300,6,Noun,2,amount,541
5,1,29,768,2.74,154.29,300,6,Noun,2,amount,521
6,1,30,768,2.74,154.29,300,6,Noun,2,amount,947
7,0,38,768,2.74,154.29,300,6,Noun,2,amount,394
8,1,30,768,2.74,154.29,300,6,Noun,2,amount,421
9,1,46,768,2.74,154.29,300,6,Noun,2,amount,586
10,1,21,768,2.74,154.29,300,6,Noun,2,amount,418
11,1,20,768,2.74,154.29,300,6,Noun,2,amount,562
12,0,24,768,2.74,154.29,300,6,Noun,2,amount,614
13,1,29,768,2.74,154.29,300,6,Noun,2,amount,483
14,0,22,768,2.74,154.29,300,6,Noun,2,amount,540
16,1,22,768,2.74,154.29,300,6,Noun,2,amount,1638
17,1,33,768,2.74,154.29,300,6,Noun,2,amount,553
18,1,25,768,2.74,154.29,300,6,Noun,2,amount,427
19,1,46,768,2.74,154.29,300,6,Noun,2,amount,1470
20,1,23,768,2.74,154.29,300,6,Noun,2,amount,606
21,1,18,768,2.74,154.29,300,6,Noun,2,amount,597
22,1,29,768,2.74,154.29,300,6,Noun,2,amount,1065
23,1,42,768,2.74,154.29,300,6,Noun,2,amount,515
24,1,48,768,2.74,154.29,300,6,Noun,2,amount,646
25,1,47,768,2.74,154.29,300,6,Noun,2,amount,738
26,0,51,768,2.74,154.29,300,6,Noun,2,amount,864
27,1,46,768,2.74,154.29,300,6,Noun,2,amount,2453
28,1,30,768,2.74,154.29,300,6,Noun,2,amount,989
29,0,29,768,2.74,154.29,300,6,Noun,2,amount,682
29,0,29,768,2.74,154.29,300,6,Noun,2,amount,682
2,1,50,10,2.86,220.99,19,6,Noun,2,action,946
3,1,60,10,2.86,220.99,19,6,Noun,2,action,657
4,1,51,10,2.86,220.99,19,6,Noun,2,action,423
5,1,29,10,2.86,220.99,19,6,Noun,2,action,486
6,1,30,10,2.86,220.99,19,6,Noun,2,action,876
7,0,38,10,2.86,220.99,19,6,Noun,2,action,428
8,1,30,10,2.86,220.99,19,6,Noun,2,action,469
9,1,46,10,2.86,220.99,19,6,Noun,2,action,657
10,1,21,10,2.86,220.99,19,6,Noun,2,action,442
11,1,20,10,2.86,220.99,19,6,Noun,2,action,1542
12,0,24,10,2.86,220.99,19,6,Noun,2,action,531
13,1,29,10,2.86,220.99,19,6,Noun,2,action,437
14,0,22,10,2.86,220.99,19,6,Noun,2,action,359
16,1,22,10,2.86,220.99,19,6,Noun,2,action,1789
17,1,33,10,2.86,220.99,19,6,Noun,2,action,519
18,1,25,10,2.86,220.99,19,6,Noun,2,action,632
19,1,46,10,2.86,220.99,19,6,Noun,2,action,1383
20,1,23,10,2.86,220.99,19,6,Noun,2,action,468
21,1,18,10,2.86,220.99,19,6,Noun,2,action,1089
22,1,29,10,2.86,220.99,19,6,Noun,2,action,1081
23,1,42,10,2.86,220.99,19,6,Noun,2,action,475
24,1,48,10,2.86,220.99,19,6,Noun,2,action,783
27,1,46,10,2.86,220.99,19,6,Noun,2,action,292
28,1,30,10,2.86,220.99,19,6,Noun,2,action,619
29,0,29,10,2.86,220.99,19,6,Noun,2,action,945
29,0,29,10,2.86,220.99,19,6,Noun,2,action,945
1,1,30,239,2.86,132.65,154,5,Adjective,2,alone,527
2,1,50,239,2.86,132.65,154,5,Adjective,2,alone,652
3,1,60,239,2.86,132.65,154,5,Adjective,2,alone,574
4,1,51,239,2.86,132.65,154,5,Adjective,2,alone,585
5,1,29,239,2.86,132.65,154,5,Adjective,2,alone,575
6,1,30,239,2.86,132.65,154,5,Adjective,2,alone,707
7,0,38,239,2.86,132.65,154,5,Adjective,2,alone,556
8,1,30,239,2.86,132.65,154,5,Adjective,2,alone,445
9,1,46,239,2.86,132.65,154,5,Adjective,2,alone,574
10,1,21,239,2.86,132.65,154,5,Adjective,2,alone,462
11,1,20,239,2.86,132.65,154,5,Adjective,2,alone,653
12,0,24,239,2.86,132.65,154,5,Adjective,2,alone,530
13,1,29,239,2.86,132.65,154,5,Adjective,2,alone,610
14,0,22,239,2.86,132.65,154,5,Adjective,2,alone,435
16,1,22,239,2.86,132.65,154,5,Adjective,2,alone,917
17,1,33,239,2.86,132.65,154,5,Adjective,2,alone,482
18,1,25,239,2.86,132.65,154,5,Adjective,2,alone,472
19,1,46,239,2.86,132.65,154,5,Adjective,2,alone,610
20,1,23,239,2.86,132.65,154,5,Adjective,2,alone,644
21,1,18,239,2.86,132.65,154,5,Adjective,2,alone,459
22,1,29,239,2.86,132.65,154,5,Adjective,2,alone,514
23,1,42,239,2.86,132.65,154,5,Adjective,2,alone,477
24,1,48,239,2.86,132.65,154,5,Adjective,2,alone,569
26,0,51,239,2.86,132.65,154,5,Adjective,2,alone,649
27,1,46,239,2.86,132.65,154,5,Adjective,2,alone,590
28,1,30,239,2.86,132.65,154,5,Adjective,2,alone,574
29,0,29,239,2.86,132.65,154,5,Adjective,2,alone,935
29,0,29,239,2.86,132.65,154,5,Adjective,2,alone,935
1,1,30,243,2.89,129.82,53,6,Noun,1,growth,437
2,1,50,243,2.89,129.82,53,6,Noun,1,growth,866
3,1,60,243,2.89,129.82,53,6,Noun,1,growth,987
4,1,51,243,2.89,129.82,53,6,Noun,1,growth,389
5,1,29,243,2.89,129.82,53,6,Noun,1,growth,594
6,1,30,243,2.89,129.82,53,6,Noun,1,growth,1174
7,0,38,243,2.89,129.82,53,6,Noun,1,growth,374
8,1,30,243,2.89,129.82,53,6,Noun,1,growth,841
9,1,46,243,2.89,129.82,53,6,Noun,1,growth,987
10,1,21,243,2.89,129.82,53,6,Noun,1,growth,445
11,1,20,243,2.89,129.82,53,6,Noun,1,growth,706
12,0,24,243,2.89,129.82,53,6,Noun,1,growth,576
13,1,29,243,2.89,129.82,53,6,Noun,1,growth,413
14,0,22,243,2.89,129.82,53,6,Noun,1,growth,452
16,1,22,243,2.89,129.82,53,6,Noun,1,growth,951
17,1,33,243,2.89,129.82,53,6,Noun,1,growth,615
18,1,25,243,2.89,129.82,53,6,Noun,1,growth,647
19,1,46,243,2.89,129.82,53,6,Noun,1,growth,1007
20,1,23,243,2.89,129.82,53,6,Noun,1,growth,977
21,1,18,243,2.89,129.82,53,6,Noun,1,growth,868
22,1,29,243,2.89,129.82,53,6,Noun,1,growth,668
23,1,42,243,2.89,129.82,53,6,Noun,1,growth,652
24,1,48,243,2.89,129.82,53,6,Noun,1,growth,655
25,1,47,243,2.89,129.82,53,6,Noun,1,growth,1227
26,0,51,243,2.89,129.82,53,6,Noun,1,growth,1233
27,1,46,243,2.89,129.82,53,6,Noun,1,growth,499
28,1,30,243,2.89,129.82,53,6,Noun,1,growth,729
29,0,29,243,2.89,129.82,53,6,Noun,1,growth,697
29,0,29,243,2.89,129.82,53,6,Noun,1,growth,697
1,1,30,256,2.89,144.21,1871,6,Verb,2,answer,645
2,1,50,256,2.89,144.21,1871,6,Verb,2,answer,1173
3,1,60,256,2.89,144.21,1871,6,Verb,2,answer,663
4,1,51,256,2.89,144.21,1871,6,Verb,2,answer,683
5,1,29,256,2.89,144.21,1871,6,Verb,2,answer,359
6,1,30,256,2.89,144.21,1871,6,Verb,2,answer,1348
7,0,38,256,2.89,144.21,1871,6,Verb,2,answer,451
9,1,46,256,2.89,144.21,1871,6,Verb,2,answer,663
10,1,21,256,2.89,144.21,1871,6,Verb,2,answer,420
11,1,20,256,2.89,144.21,1871,6,Verb,2,answer,749
13,1,29,256,2.89,144.21,1871,6,Verb,2,answer,812
14,0,22,256,2.89,144.21,1871,6,Verb,2,answer,459
16,1,22,256,2.89,144.21,1871,6,Verb,2,answer,2329
17,1,33,256,2.89,144.21,1871,6,Verb,2,answer,1230
18,1,25,256,2.89,144.21,1871,6,Verb,2,answer,992
19,1,46,256,2.89,144.21,1871,6,Verb,2,answer,2190
20,1,23,256,2.89,144.21,1871,6,Verb,2,answer,1658
21,1,18,256,2.89,144.21,1871,6,Verb,2,answer,801
22,1,29,256,2.89,144.21,1871,6,Verb,2,answer,569
23,1,42,256,2.89,144.21,1871,6,Verb,2,answer,527
24,1,48,256,2.89,144.21,1871,6,Verb,2,answer,1271
25,1,47,256,2.89,144.21,1871,6,Verb,2,answer,532
26,0,51,256,2.89,144.21,1871,6,Verb,2,answer,985
27,1,46,256,2.89,144.21,1871,6,Verb,2,answer,556
28,1,30,256,2.89,144.21,1871,6,Verb,2,answer,650
29,0,29,256,2.89,144.21,1871,6,Verb,2,answer,2633
29,0,29,256,2.89,144.21,1871,6,Verb,2,answer,2633
1,1,30,12,2.94,446.74,1,6,Noun,2,system,657
2,1,50,12,2.94,446.74,1,6,Noun,2,system,763
3,1,60,12,2.94,446.74,1,6,Noun,2,system,1304
4,1,51,12,2.94,446.74,1,6,Noun,2,system,614
5,1,29,12,2.94,446.74,1,6,Noun,2,system,660
6,1,30,12,2.94,446.74,1,6,Noun,2,system,892
7,0,38,12,2.94,446.74,1,6,Noun,2,system,495
8,1,30,12,2.94,446.74,1,6,Noun,2,system,501
9,1,46,12,2.94,446.74,1,6,Noun,2,system,1304
10,1,21,12,2.94,446.74,1,6,Noun,2,system,1044
11,1,20,12,2.94,446.74,1,6,Noun,2,system,573
12,0,24,12,2.94,446.74,1,6,Noun,2,system,801
13,1,29,12,2.94,446.74,1,6,Noun,2,system,525
14,0,22,12,2.94,446.74,1,6,Noun,2,system,517
16,1,22,12,2.94,446.74,1,6,Noun,2,system,1095
17,1,33,12,2.94,446.74,1,6,Noun,2,system,666
18,1,25,12,2.94,446.74,1,6,Noun,2,system,655
19,1,46,12,2.94,446.74,1,6,Noun,2,system,798
20,1,23,12,2.94,446.74,1,6,Noun,2,system,648
21,1,18,12,2.94,446.74,1,6,Noun,2,system,631
22,1,29,12,2.94,446.74,1,6,Noun,2,system,525
23,1,42,12,2.94,446.74,1,6,Noun,2,system,497
25,1,47,12,2.94,446.74,1,6,Noun,2,system,701
26,0,51,12,2.94,446.74,1,6,Noun,2,system,911
27,1,46,12,2.94,446.74,1,6,Noun,2,system,556
28,1,30,12,2.94,446.74,1,6,Noun,2,system,712
29,0,29,12,2.94,446.74,1,6,Noun,2,system,987
29,0,29,12,2.94,446.74,1,6,Noun,2,system,987
1,1,30,37,3,95.18,284,8,Noun,2,campaign,524
2,1,50,37,3,95.18,284,8,Noun,2,campaign,865
3,1,60,37,3,95.18,284,8,Noun,2,campaign,1100
4,1,51,37,3,95.18,284,8,Noun,2,campaign,462
5,1,29,37,3,95.18,284,8,Noun,2,campaign,741
6,1,30,37,3,95.18,284,8,Noun,2,campaign,766
7,0,38,37,3,95.18,284,8,Noun,2,campaign,367
8,1,30,37,3,95.18,284,8,Noun,2,campaign,360
9,1,46,37,3,95.18,284,8,Noun,2,campaign,1100
10,1,21,37,3,95.18,284,8,Noun,2,campaign,450
11,1,20,37,3,95.18,284,8,Noun,2,campaign,886
12,0,24,37,3,95.18,284,8,Noun,2,campaign,613
13,1,29,37,3,95.18,284,8,Noun,2,campaign,567
14,0,22,37,3,95.18,284,8,Noun,2,campaign,706
16,1,22,37,3,95.18,284,8,Noun,2,campaign,1215
17,1,33,37,3,95.18,284,8,Noun,2,campaign,694
18,1,25,37,3,95.18,284,8,Noun,2,campaign,853
19,1,46,37,3,95.18,284,8,Noun,2,campaign,1573
20,1,23,37,3,95.18,284,8,Noun,2,campaign,628
21,1,18,37,3,95.18,284,8,Noun,2,campaign,693
22,1,29,37,3,95.18,284,8,Noun,2,campaign,940
23,1,42,37,3,95.18,284,8,Noun,2,campaign,627
24,1,48,37,3,95.18,284,8,Noun,2,campaign,666
25,1,47,37,3,95.18,284,8,Noun,2,campaign,967
26,0,51,37,3,95.18,284,8,Noun,2,campaign,759
27,1,46,37,3,95.18,284,8,Noun,2,campaign,733
28,1,30,37,3,95.18,284,8,Noun,2,campaign,689
29,0,29,37,3,95.18,284,8,Noun,2,campaign,1339
29,0,29,37,3,95.18,284,8,Noun,2,campaign,1339
1,1,30,0,3.03,4.94,0,6,Verb,2,coding,673
2,1,50,0,3.03,4.94,0,6,Verb,2,coding,1055
3,1,60,0,3.03,4.94,0,6,Verb,2,coding,948
4,1,51,0,3.03,4.94,0,6,Verb,2,coding,554
5,1,29,0,3.03,4.94,0,6,Verb,2,coding,566
6,1,30,0,3.03,4.94,0,6,Verb,2,coding,892
7,0,38,0,3.03,4.94,0,6,Verb,2,coding,425
8,1,30,0,3.03,4.94,0,6,Verb,2,coding,622
9,1,46,0,3.03,4.94,0,6,Verb,2,coding,948
10,1,21,0,3.03,4.94,0,6,Verb,2,coding,642
11,1,20,0,3.03,4.94,0,6,Verb,2,coding,728
12,0,24,0,3.03,4.94,0,6,Verb,2,coding,714
14,0,22,0,3.03,4.94,0,6,Verb,2,coding,450
16,1,22,0,3.03,4.94,0,6,Verb,2,coding,1334
17,1,33,0,3.03,4.94,0,6,Verb,2,coding,681
18,1,25,0,3.03,4.94,0,6,Verb,2,coding,682
19,1,46,0,3.03,4.94,0,6,Verb,2,coding,1724
20,1,23,0,3.03,4.94,0,6,Verb,2,coding,623
21,1,18,0,3.03,4.94,0,6,Verb,2,coding,718
23,1,42,0,3.03,4.94,0,6,Verb,2,coding,778
25,1,47,0,3.03,4.94,0,6,Verb,2,coding,758
27,1,46,0,3.03,4.94,0,6,Verb,2,coding,727
28,1,30,0,3.03,4.94,0,6,Verb,2,coding,1255
29,0,29,0,3.03,4.94,0,6,Verb,2,coding,1314
29,0,29,0,3.03,4.94,0,6,Verb,2,coding,1314
2,1,50,10,3.03,98.07,567,6,Verb,2,accept,785
3,1,60,10,3.03,98.07,567,6,Verb,2,accept,806
4,1,51,10,3.03,98.07,567,6,Verb,2,accept,500
6,1,30,10,3.03,98.07,567,6,Verb,2,accept,2567
7,0,38,10,3.03,98.07,567,6,Verb,2,accept,549
8,1,30,10,3.03,98.07,567,6,Verb,2,accept,531
9,1,46,10,3.03,98.07,567,6,Verb,2,accept,806
10,1,21,10,3.03,98.07,567,6,Verb,2,accept,609
11,1,20,10,3.03,98.07,567,6,Verb,2,accept,485
12,0,24,10,3.03,98.07,567,6,Verb,2,accept,691
14,0,22,10,3.03,98.07,567,6,Verb,2,accept,413
16,1,22,10,3.03,98.07,567,6,Verb,2,accept,1294
18,1,25,10,3.03,98.07,567,6,Verb,2,accept,732
20,1,23,10,3.03,98.07,567,6,Verb,2,accept,554
22,1,29,10,3.03,98.07,567,6,Verb,2,accept,625
23,1,42,10,3.03,98.07,567,6,Verb,2,accept,426
24,1,48,10,3.03,98.07,567,6,Verb,2,accept,745
26,0,51,10,3.03,98.07,567,6,Verb,2,accept,817
27,1,46,10,3.03,98.07,567,6,Verb,2,accept,745
28,1,30,10,3.03,98.07,567,6,Verb,2,accept,692
1,1,30,0,3.07,4.75,0,6,Verb,2,digest,864
2,1,50,0,3.07,4.75,0,6,Verb,2,digest,898
3,1,60,0,3.07,4.75,0,6,Verb,2,digest,980
4,1,51,0,3.07,4.75,0,6,Verb,2,digest,511
5,1,29,0,3.07,4.75,0,6,Verb,2,digest,537
6,1,30,0,3.07,4.75,0,6,Verb,2,digest,1149
7,0,38,0,3.07,4.75,0,6,Verb,2,digest,466
8,1,30,0,3.07,4.75,0,6,Verb,2,digest,614
9,1,46,0,3.07,4.75,0,6,Verb,2,digest,980
